restaurant_name_he,address_he,city_he,city_en,phone,business_type_he,diet_type,certifier_ids,corroboration_count,source_documents,source_date,record_state,needs_review,notes,dedupe_hash_sha256
קצפת,שד' משה דיין קניון לב הפסגה,פסגת זאב,Jerusalem (Pisgat Ze'ev),,גלדריה,,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,43b13ec23e15b247ebcb8cf75c61f3e00db3c5dfb0fb8c3fc37edc239c2981e3
ג'ולייטה,ישעיהו המשורר 11,פתח תקוה,Petah Tikva,0556688755,"גלידריה, טוסטים, פיצות",dairy,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,8ea17971e81ca2060600a8b40b5b89044580b1749ae37e0a857bcb77e5de8c44
פיצה האט,עין גנים 96,פתח תקוה,Petah Tikva,1700506070,פיצה,dairy,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,d9f7a9e35c2c67c5d36fee7b0e3b687370104c2c9a7342b651afb084bdc4789d
מאפיית פת הנחתום,המלך כורש 1,פתח תקוה,Petah Tikva,0504000521,מאפייה פרווה וחלבי,dairy_pareve,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,a5d19fd8d0ec3827ff7f8449e30666a4e281cfa9215cab72d863a01ba9523027
"פיצה רשב""י",וייצמן 11,צפת,Safed,046921005,פיצה,dairy,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,6980115f0de9ca135275658e88491286d16c9b08303d1f7d924c8c7c7bf4731a
שניצל פלוס,הרצל 20,צפת,Safed,048723322,פלאפל+שניצל,,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,273db7df093a55bb11bf7bc7fa01ce879b3fc4a979032221e5ddab53e89ad12f
שווארמה חזאקי,זכריה מדאר 30,רחובות,Rehovot,089364222,שווארמה,,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,7b318620d1a1136ddcde89f4ce293c8cca011390a5fa4d85301768e4491e7de1
פיצה הכפריה,וינר יוסף 9,רחובות,Rehovot,089477887,פיצה,dairy,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,3e2115246d35ed213a9549ce9dd6f97cfd7465654a753310893bf64d0e004ddb
פלאפל הלב הרחב,וינר יוסף 9,רחובות,Rehovot,089477887,פלאפל פרווה,pareve,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,c3c276d3c5ac111c4fb830f422d79b1fe3ec1d250ac9df18a56193e6d97ee78e
בילקעל'ה,"חי""ש 3",רחובות,Rehovot,0722382121,מאפייה פרוה/חלבי,dairy_pareve,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,94cabd1a2cbca75dc142c45b54ca9df1e3adcf5fbce657560e7307cc0089dad3
מאפיית דהרי זכריה,אפרים זקש 48,רחובות,Rehovot,089419685,מאפיית פיתות,,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,a54c84fed5773bfb638638ad286be806c4ba1ac5d6df1c48f5a36ddb7ec31e44
הערשי'ס קייטרינג,"חי""ש 3",רחובות,Rehovot,0504129416,קייטרינג בשרי,meat,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,38f39cb090c8135e47239166a241676b3c2317ea2c5acd38122d116e4e67a1ff
פיצה האט,משה לוי 23,רמלה,Ramla,1700506070,פיצה,dairy,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,05f89a55a1c1bd6d5cf86cac7a0c57cb2819937355255aeadc6a1ef1e33b760c
טייסטי מיט,חיבת ציון 45,רמת גן,Ramat Gan,038020700,טוסט נקניק בשרי,meat,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,a7a8f0720551384defd862d1c23e332b03a69cccdf935cb22ca65126287897fa
בייגלק,מרכז ירדן צומת שילת,שילת,Shilat,0555590124,מסעדה חלבית,dairy,badatz_mehadrin_rubin,1,rubin_restaurants_pdf,5786 (2026),LIST_VERIFIED,FALSE,,d91d9ab1d122fa6ac552639e1ef6dc55610c5df5b727efa211983a4f295dcc6a
א טעימה,זוננפלד 30,ירושלים,Jerusalem,025717002,מסעדה/אוכל מוכן בשרי-פרווה,meat,badatz_eda_haredit,1,eda_haredit_jerusalem_poster,Summer 5786 (2026),UNKNOWN_PENDING_VERIFICATION,TRUE,phone-to-row alignment on poster imperfect; verify phone,04124a749538831e19717790ab5adc45e1360e39ed6cf3d2913f237cb6b424f2
אנטריקוט,קרית המדע 1 הר חוצבים,ירושלים,Jerusalem,025855359,מסעדה/אוכל מוכן בשרי-פרווה,meat,badatz_eda_haredit,1,eda_haredit_jerusalem_poster,Summer 5786 (2026),UNKNOWN_PENDING_VERIFICATION,TRUE,phone-to-row alignment on poster imperfect; verify phone,34a8c60b9b5688de564830ee2101b9cc976b11508550e4b4008bedd706f5dba5
בורגר פלאפל בר אילן - בשרי,שמואל הנביא 99 צומת בר אילן,ירושלים,Jerusalem,025384534,מסעדה/אוכל מוכן בשרי-פרווה,meat,badatz_eda_haredit,1,eda_haredit_jerusalem_poster,Summer 5786 (2026),UNKNOWN_PENDING_VERIFICATION,TRUE,phone-to-row alignment on poster imperfect; verify phone,22c09d6e4ddec58667b6b8523968b529bcdd2c6d2d04737d9a197d18021160f9
גולדיס בית ישראל,עזרת תורה 18,ירושלים,Jerusalem,0586601445,מסעדה/אוכל מוכן בשרי-פרווה,meat,badatz_eda_haredit,1,eda_haredit_jerusalem_poster,Summer 5786 (2026),UNKNOWN_PENDING_VERIFICATION,TRUE,phone-to-row alignment on poster imperfect; verify phone,aa0a449c318afd3f80817387dfefbe546f0e5b66fa10d9026f954292e98e92f0
בני'ס,אדוניהו הכהן 9,ירושלים,Jerusalem,025382832,מסעדה/אוכל מוכן בשרי-פרווה,meat,badatz_eda_haredit,1,eda_haredit_jerusalem_poster,Summer 5786 (2026),UNKNOWN_PENDING_VERIFICATION,TRUE,phone-to-row alignment on poster imperfect; verify phone,ba6a8596268a27abd9d323dee969c5e26876609c8e1a1ea97ec9d512ce74068f
הדר גאולה,פארן מרכז מסחרי / גבעת משה 5 / מלכי ישראל 13,ירושלים,Jerusalem,0504800999,מסעדה/אוכל מוכן בשרי-פרווה,meat,badatz_eda_haredit,1,eda_haredit_jerusalem_poster,Summer 5786 (2026),UNKNOWN_PENDING_VERIFICATION,TRUE,phone-to-row alignment on poster imperfect; verify phone,2dff75f27043b5d3cd567839d4b3534bd3719dc220aea7f6e1b7e2a069c1afcf
המסעדה של קרויזר,חסידי קרלין 16,ירושלים,Jerusalem,025646021,מסעדה/אוכל מוכן בשרי-פרווה,meat,badatz_eda_haredit,1,eda_haredit_jerusalem_poster,Summer 5786 (2026),UNKNOWN_PENDING_VERIFICATION,TRUE,phone-to-row alignment on poster imperfect; verify phone,240e16f9b1e494d4fb5bdc36f189c0ae32cc27c5a43d02f0910b7f2899264bd4
המעדנייה לייזרוביץ,הפסגה 25 בית וגן,ירושלים,Jerusalem,0506800688,מסעדה/אוכל מוכן בשרי-פרווה,meat,badatz_eda_haredit,1,eda_haredit_jerusalem_poster,Summer 5786 (2026),UNKNOWN_PENDING_VERIFICATION,TRUE,phone-to-row alignment on poster imperfect; verify phone,d4084825cd46ac7178c8faa9ffbe939a0f63a9d6bfc393560541de0b3f025897
זלמנ'ס רוממה,קניון רמות / ירמיהו 9 מתחם שערי רווחה,ירושלים,Jerusalem,,מסעדה/אוכל מוכן בשרי-פרווה,meat,badatz_eda_haredit,1,eda_haredit_jerusalem_poster,Summer 5786 (2026),UNKNOWN_PENDING_VERIFICATION,TRUE,phone-to-row alignment on poster imperfect; verify phone,80211f0c3ff087c23245cb6188677dad855cd17c85a2ab61fc707cf78009a8b0
לימונ'ס (מתחם שערי רווחה),בריינדס 3,ירושלים,Jerusalem,0527661885,מסעדה/אוכל מוכן בשרי-פרווה,meat,badatz_eda_haredit,1,eda_haredit_jerusalem_poster,Summer 5786 (2026),UNKNOWN_PENDING_VERIFICATION,TRUE,phone-to-row alignment on poster imperfect; verify phone,b3d3e3bde9893de18cd12696fc7869f301ad63a11a6ae477503c0ecd78719eb5
יואלי'ס,זוננפלד 3,ירושלים,Jerusalem,025023807,מסעדה/אוכל מוכן בשרי-פרווה,meat,badatz_eda_haredit,1,eda_haredit_jerusalem_poster,Summer 5786 (2026),UNKNOWN_PENDING_VERIFICATION,TRUE,phone-to-row alignment on poster imperfect; verify phone,6daf1142fd032826f20d799e774ff36950e67606726ef1e19fbdcbe8e6951144
מסעדת הבית לה קאזה,יעקב מאיר 12,ירושלים,Jerusalem,025370590,מסעדה/אוכל מוכן בשרי-פרווה,meat,badatz_eda_haredit,1,eda_haredit_jerusalem_poster,Summer 5786 (2026),UNKNOWN_PENDING_VERIFICATION,TRUE,phone-to-row alignment on poster imperfect; verify phone,48e50ba7545e6617230e2b02ee6ad530f75d8f9b52b836bf04a5813e539c1ac1
מעדני גאולה,שטראוס 38,ירושלים,Jerusalem,026222829,מסעדה/אוכל מוכן בשרי-פרווה,meat,badatz_eda_haredit,1,eda_haredit_jerusalem_poster,Summer 5786 (2026),UNKNOWN_PENDING_VERIFICATION,TRUE,phone-to-row alignment on poster imperfect; verify phone,bd6c6f0ef8e5aac754c26af99ced2e783051b7398065a6fa6ae40026e3e03bc6
מעדני מלכות,יחזקאל 20,ירושלים,Jerusalem,025388888,מסעדה/אוכל מוכן בשרי-פרווה,meat,badatz_eda_haredit,1,eda_haredit_jerusalem_poster,Summer 5786 (2026),UNKNOWN_PENDING_VERIFICATION,TRUE,phone-to-row alignment on poster imperfect; verify phone,8466f178154eb716672dda6a28bc19017a86e7fe5285ff2ab5a580ce7dbbd863
מפגש האש,ירמיהו 23,ירושלים,Jerusalem,025377000,מסעדה/אוכל מוכן בשרי-פרווה,meat,badatz_eda_haredit,1,eda_haredit_jerusalem_poster,Summer 5786 (2026),UNKNOWN_PENDING_VERIFICATION,TRUE,phone-to-row alignment on poster imperfect; verify phone,3b82a70b7a2fa2abeb483c202da3356b1631d47c44f0bfd597c2bba2d996ddcd
קבלרו,המרפא 1 הר חוצבים,ירושלים,Jerusalem,025380742,מסעדה/אוכל מוכן בשרי-פרווה,meat,badatz_eda_haredit,1,eda_haredit_jerusalem_poster,Summer 5786 (2026),UNKNOWN_PENDING_VERIFICATION,TRUE,phone-to-row alignment on poster imperfect; verify phone,b5cd44b979737f5c2293dc9cafad7928cd01c158380bd634b3f3696e851a5b3b
קוריץ,"רלב""ח 5",ירושלים,Jerusalem,,מסעדה/אוכל מוכן בשרי-פרווה,meat,badatz_eda_haredit,1,eda_haredit_jerusalem_poster,Summer 5786 (2026),UNKNOWN_PENDING_VERIFICATION,TRUE,phone-to-row alignment on poster imperfect; verify phone,aa15e696e04af0adf196a01585d543daf37241d6afa6b0ed2660df76e6a87980
אייס סטורי,שמגר 14,ירושלים,Jerusalem,029972601,מסעדה/מזון מוכן חלבי,dairy,badatz_eda_haredit,1,eda_haredit_jerusalem_poster,Summer 5786 (2026),LIST_VERIFIED,FALSE,,69f0c5c4d532b1d2524cc7747becd1679f50a9092be558d8eed57f0b098a6041
בוש בייגלס,צפניה 61 פינת בר אילן,ירושלים,Jerusalem,026514123,מסעדה/מזון מוכן חלבי,dairy,badatz_eda_haredit,1,eda_haredit_jerusalem_poster,Summer 5786 (2026),LIST_VERIFIED,FALSE,,c7f403a7d8bdf82ec0349b2f6232a0469038f773809849f328576ff2ca64bf1b
בייגל קפה אקספרס,פארן 7 מרכז מסחרי,ירושלים,Jerusalem,1700500751,מסעדה/מזון מוכן חלבי,dairy,badatz_eda_haredit,1,eda_haredit_jerusalem_poster,Summer 5786 (2026),LIST_VERIFIED,FALSE,,b53acd01ec170912187326eceef8280e2273d49b96d632118758f813a90d8b01
ביג בייט,שמגר 16,ירושלים,Jerusalem,025382660,מסעדה/מזון מוכן חלבי,dairy,badatz_eda_haredit,1,eda_haredit_jerusalem_poster,Summer 5786 (2026),LIST_VERIFIED,FALSE,,75d55963d31abb1494aaab157b9d32e690eb5cc87b64f8e6fe4a6d98276439f7
בריזל מעדנים,דוד 2,ירושלים,Jerusalem,,מסעדה/מזון מוכן חלבי,dairy,badatz_eda_haredit,1,eda_haredit_jerusalem_poster,Summer 5786 (2026),LIST_VERIFIED,FALSE,,4cb98f4b2905fa5b732068327c7a884bbf778ed57b585735003a56041075e277
בריזל,מאה שערים 9,ירושלים,Jerusalem,025370038,מסעדה/מזון מוכן חלבי,dairy,badatz_eda_haredit,1,eda_haredit_jerusalem_poster,Summer 5786 (2026),LIST_VERIFIED,FALSE,,1ab4a7194d6b4d0a277c28f187d23d59e02119548f36b248dd316657a80e7084
ברכת משה,מנחם משיב 3,ירושלים,Jerusalem,*2788,מסעדה/מזון מוכן חלבי,dairy,badatz_eda_haredit,1,eda_haredit_jerusalem_poster,Summer 5786 (2026),LIST_VERIFIED,FALSE,,483dbcf9491fdc22800c23a9c6a10d0615b8337ae20c4f01c82c78b16db36316
היימישע בייגל,פרי חדש 18,ירושלים,Jerusalem,025876550,מסעדה/מזון מוכן חלבי,dairy,badatz_eda_haredit,1,eda_haredit_jerusalem_poster,Summer 5786 (2026),LIST_VERIFIED,FALSE,,cd0619764e078c645effdcd75d4fb1db6a0c77a761c2759fffe7c9665fed92ea
מסעדה באלי איטלקי,הרטום 7 הר חוצבים,ירושלים,Jerusalem,025820058,מסעדה/מזון מוכן חלבי,dairy,badatz_eda_haredit,1,eda_haredit_jerusalem_poster,Summer 5786 (2026),LIST_VERIFIED,FALSE,,054bd6ba736f4c19eb243b5fd2d0fd148463984da9c6d079eeebe26fce87f852
נישנוש,חנה 11,ירושלים,Jerusalem,026241915,מסעדה/מזון מוכן חלבי,dairy,badatz_eda_haredit,1,eda_haredit_jerusalem_poster,Summer 5786 (2026),LIST_VERIFIED,FALSE,,1453df42c5e025a484ad83deef0a0b06c994c7121150249b3d5dad91b9242e09
סושי בייגלס,ירמיהו 68,ירושלים,Jerusalem,025443111,מסעדה/מזון מוכן חלבי,dairy,badatz_eda_haredit,1,eda_haredit_jerusalem_poster,Summer 5786 (2026),LIST_VERIFIED,FALSE,,b66d4fd91ac9536cd72d36e0b7ea658cc963c54bc8269517ee7ad0286b3dc09b
פיצה אורי,לבוש מרדכי 2 / בריינדס 3 / כנפי נשרים,ירושלים,Jerusalem,025370119,מסעדה/מזון מוכן חלבי,dairy,badatz_eda_haredit,1,eda_haredit_jerusalem_poster,Summer 5786 (2026),LIST_VERIFIED,FALSE,,488637577dc720c73eaad7b1f37bc062706365fd2dffd8da8e466ab98c8f57f9
פיצה ביתית,חסידי קרלין 12,ירושלים,Jerusalem,,מסעדה/מזון מוכן חלבי,dairy,badatz_eda_haredit,1,eda_haredit_jerusalem_poster,Summer 5786 (2026),LIST_VERIFIED,FALSE,,722eb0319ae715427c0dfab524b8d9ef4842cf6e649f741ea336898405c6cf0d
פיצה ירושלים,מלכי ישראל 43,ירושלים,Jerusalem,025382877,מסעדה/מזון מוכן חלבי,dairy,badatz_eda_haredit,1,eda_haredit_jerusalem_poster,Summer 5786 (2026),LIST_VERIFIED,FALSE,,0a10a666e4d6acbe8c3f2ee1376a4da1370c8fdfdd384793d6122e950089f488
פיצה טראמפ,יעקב מאיר 11,ירושלים,Jerusalem,025385477,מסעדה/מזון מוכן חלבי,dairy,badatz_eda_haredit,1,eda_haredit_jerusalem_poster,Summer 5786 (2026),LIST_VERIFIED,FALSE,,2ff6969cbca2ed9bc77b3cd03897c77d64eb1f63a544d7476bd9376fc2872f0b
פיקנטי,גאון הירדן 43,קרית גת,Kiryat Gat,,אוכל מוכן בשרי,meat,badatz_eda_haredit,1,eda_haredit_south_poster,Summer 5786 (2026),LIST_VERIFIED,FALSE,,88961d283073dd3f770e8410368ed88dd66bf7d2b118060f8731e46ce2989fa8
מאפיית חן הלחם,העבודה 18,אשדוד,Ashdod,,מאפייה,,badatz_eda_haredit,1,eda_haredit_south_poster,Summer 5786 (2026),LIST_VERIFIED,FALSE,,08f2ea079cbfc66aa5f507cd2d9aadbdd31a19b0c038ba1d95c93be03f29da49
מאפיית עיני,הורקנוס 8,אשדוד,Ashdod,088643558,מאפייה,,badatz_eda_haredit,1,eda_haredit_south_poster,Summer 5786 (2026),LIST_VERIFIED,FALSE,,bb2f51a4044e1e1222aac5ac4688da9c8c2dcd988cc63199d28233a64c1b8437
א גרויסע פיצה,"רשב""י 15",אשדוד,Ashdod,,פיצה,dairy,badatz_eda_haredit,1,eda_haredit_south_poster,Summer 5786 (2026),LIST_VERIFIED,FALSE,,4397efef24480a8e07c9c4f84a9756d29e5ec7a806f76f8011b9ac741ee17476
פיצל'ה,גאון הירדן 43,קרית גת,Kiryat Gat,,פיצה,dairy,badatz_eda_haredit,1,eda_haredit_south_poster,Summer 5786 (2026),LIST_VERIFIED,FALSE,,eecfa96d66b35b45c5f79204215cfcc6f8f741f2898a1d7d3c1120cb2573bb5d
פיצה בא כיס,משה בראזני 35,קרית גת,Kiryat Gat,,פיצה,dairy,badatz_eda_haredit,1,eda_haredit_south_poster,Summer 5786 (2026),LIST_VERIFIED,FALSE,,d0d31714ad17391f66be85fb9ed986f2d8730062f52ed1b147030815cc57ce93
פיצה שמש,"רש""י 11",קרית מלאכי,Kiryat Malakhi,,פיצה,dairy,badatz_eda_haredit,1,eda_haredit_south_poster,Summer 5786 (2026),LIST_VERIFIED,FALSE,,e64e8841af1763f5f3ff5fa030b694571cabec7ae5e5dee6ba5e87745430b49a
פיצה שמש,שער הימים 95,רחובות,Rehovot,,פיצה,dairy,badatz_eda_haredit,1,eda_haredit_south_poster,Summer 5786 (2026),LIST_VERIFIED,FALSE,,f41cbdcadf5ef57dcf9e4295cb44caf8f5133dce9ca029946327f7882d6045c6
פיצוחי מזרחי,"האדמו""ר מחב""ד 4",קרית גת,Kiryat Gat,,פיצוחים,,badatz_eda_haredit,1,eda_haredit_south_poster,Summer 5786 (2026),LIST_VERIFIED,FALSE,,9031d33fe9a03c4f43539b334f670aa94706f0b6976c411f7cc1890539d4e961
תוצרת הארץ,יוסף סמילו 16,נתיבות,Netivot,,פיצוחים,,badatz_eda_haredit,1,eda_haredit_south_poster,Summer 5786 (2026),LIST_VERIFIED,FALSE,,9abbe251063bed6b85abe25be8fd24268d693bcbe5a80605c2b52ce1a29d1af2
קלוי,מיכאל 2,חיפה,Haifa,,פיצוחים,,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),LIST_VERIFIED,FALSE,,8dde23f30994f92c31a99c71c14fb6eb925f68ee0b813b70b1ff8417a6b52721
קלוי,כלניות 39,רכסים,Rekhasim,,פיצוחים,,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),LIST_VERIFIED,FALSE,,52c79bf5f3146b62eb2cfa91573c82d15a253d70e25c87823bf15b394ccd9dcd
שזיפרון,א.ת. דלתון,דלתון,Dalton,,פיצוחים,,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),LIST_VERIFIED,FALSE,,eebec20be884450b73be31c03e99e3dce6d0fecf63e8190bf9ac533702e408a1
פיצוחי א. מזרחי,המשור 55 בנין קורונדו,טבריה,Tiberias,,פיצוחים,,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),LIST_VERIFIED,FALSE,,a4cb1e22d6d7c091a8d61ad23eb199cbebb7204eac9319cf40418bfd2d80073e
מיני סופר,צומת מירון,מירון,Meron,,פיצוחים,,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),UNKNOWN_PENDING_VERIFICATION,TRUE,generic name,53dba2f00c7767515a85e5901c9bd7809e582a9c737c94616a8264458ab53370
קליית בראשית,העליה 8 ב',צפת,Safed,,פיצוחים,,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),LIST_VERIFIED,FALSE,,e5f9a6b68f797e2ade61b4f2fe8fea0a09e4305a6c13a4f651f35af1a962fd67
מנדי'ס,ירושלים 35,צפת,Safed,0774108002,מסעדה/אוכל מוכן בשרי,meat,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),LIST_VERIFIED,FALSE,also 052-7609099,0737438287c040d98aec472af37ddc3abb66581edf133fa77cc7258774109642
באשערט (מבית מנדיס),ירושלים 35,צפת,Safed,0774108002,מסעדה בשרית,meat,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),LIST_VERIFIED,FALSE,,321741ef2d049774f30a4193184d5a463d9977dc84604e7930f0fc8463fb71a9
אוכל מהיר,"תרפ""ט 18",צפת,Safed,,אוכל מוכן בשרי,meat,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),UNKNOWN_PENDING_VERIFICATION,TRUE,city inferred,6bf962b082f4443cab5a50759a2bb204371b3aa711af1dfbec20159973b5ff57
השטעטל,מרכז מסחרי רסקו,צפת,Safed,048341950,מסעדה/אוכל מוכן בשרי,meat,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),LIST_VERIFIED,FALSE,,057d240d65d8205222a84f33f0722c06da4f432637497bdefe9d84b8ee56c3d3
זאפטיג,מושב מירון,מירון,Meron,048113404,מסעדה/אוכל מוכן בשרי,meat,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),LIST_VERIFIED,FALSE,,5e514c44607e76af4a31a526dc5882c98a937141b2c02b5638cf1ed48430377a
טועמיה - סירוטה,ברץ 3,טבריה,Tiberias,0504139568,אוכל מוכן בשרי,meat,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),UNKNOWN_PENDING_VERIFICATION,TRUE,city inferred,b6faaad18084fd8fcd5cfab6b949ab82c017094a005362369f57eb1fa52657bb
פערל'ס פלאם,ברץ 3,טבריה,Tiberias,046733555,מסעדה בשרית,meat,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),UNKNOWN_PENDING_VERIFICATION,TRUE,city inferred,87853b53322e876d4991adf894556fcae8d6a691e7bed4bafa8055c3364f51f0
הטשלוניה,הנגב 27,חיפה,Haifa,043130770,אוכל מוכן בשרי,meat,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),UNKNOWN_PENDING_VERIFICATION,TRUE,city inferred,f80ddea9dde8b793a45935fca2b83a8994c17c66e37a5520d7e6b9c17065173f
ניחוחות,חרמון 31,חיפה,Haifa,,אוכל מוכן בשרי,meat,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),UNKNOWN_PENDING_VERIFICATION,TRUE,city inferred,b5bd21b090a1cae438ebac548fdc8da012335120d9dc8cbcb47c48e8560e1c88
הקוגל של הצפון,,חיפה,Haifa,,קוגל,,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),UNKNOWN_PENDING_VERIFICATION,TRUE,"city inferred, no address",e8711c123b12a96442997944480d24082093edfe30520af0b9809ab3b2648967
כמיסה,א.ת. דלתון,דלתון,Dalton,046002655,מסעדה/אוכל מוכן בשרי,meat,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),LIST_VERIFIED,FALSE,,07f64903d93601ab945673a3e82cbeb31455f8c34843f353ed0a40b8ac9d9f29
ביכורים,,,,025703896,אוכל מוכן,,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),UNKNOWN_PENDING_VERIFICATION,TRUE,city not resolvable from poster,11ac1d6b34cbd20417df202b175cdf82d9a754a73ad677053599e827049ef159
סטאריק'ס קוגל,"האדמו""ר מבעלז",נוף הגליל,Nof HaGalil,0533142359,קוגל,,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),LIST_VERIFIED,FALSE,Har Yona,49b1b85493595760366206644ca1a35b156012e0e383ef12d9ea19e09571b664
לשובע,"האדמו""ר מבעלזא 12",נוף הגליל,Nof HaGalil,,אוכל מוכן / מזנון,,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),LIST_VERIFIED,FALSE,Har Yona,3ed73c42b5d43058c8257d21c85a4387f56e973b68a4d5d5fc11af483b63fb75
היימשיער טעם,,נוף הגליל,Nof HaGalil,0533182972,אוכל מוכן,,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),UNKNOWN_PENDING_VERIFICATION,TRUE,city inferred,d2ff299f2d38f4ad604365f27a1a30c1d646ec7bce0ee5fcd30dda4e60bdbbb3
פוטאש,,נוף הגליל,Nof HaGalil,0585005522,אוכל מוכן,,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),UNKNOWN_PENDING_VERIFICATION,TRUE,city inferred,15bbcc4b63fedcd7ebc040a80168746588e65d5128dcc08125195975f9580312
מטבח בית עין לעלוב,,נוף הגליל,Nof HaGalil,043722320,אוכל מוכן,,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),UNKNOWN_PENDING_VERIFICATION,TRUE,city inferred,d1bd0eb94d111fd45718cd1c18b88caeb15895ff6d9273c3a200f6ea459e95ce
הינדיג,דרך השוקולד 1,נוף הגליל,Nof HaGalil,046766148,אוכל מוכן בשרי,meat,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),UNKNOWN_PENDING_VERIFICATION,TRUE,city inferred,5f5e14ea6e5acc9eeb31bee33b9fe006f362cedd5941acf344e82c47ddc3fa6d
הקוגל האמיתי - קוגל אטריות,,נוף הגליל,Nof HaGalil,0548419876,קוגל,,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),UNKNOWN_PENDING_VERIFICATION,TRUE,city inferred,a0a3e04dd52951f87873552a847c7f625ec7a47cd6d13d76c91fd0a07b0dc925
שרולי'ס מטעמים - קוגל,,,,0583237049,קוגל,,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),UNKNOWN_PENDING_VERIFICATION,TRUE,city not resolvable from poster,635f09e11447d3b6df6e325d823e1bede90ede90c77e18d52b4f03cd9e903143
אריאל,ירושלים 83,צפת,Safed,0528597515,מאפייה,,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),LIST_VERIFIED,FALSE,,09fd3f7a6dc4310fb4dbc7f6502f27998112113655e6e99ab2b393aedaa6fc15
חטיפי תימן,מרדכי חדד 1,צפת,Safed,0529640400,מאפייה/חטיפים,,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),UNKNOWN_PENDING_VERIFICATION,TRUE,city inferred,1b40967136c921748c2a44410c9c80236924913bfeae2f147ef700ff0027ed8c
חצקל'ס,ויצמן 6,טבריה,Tiberias,0533130401,מאפייה,,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),UNKNOWN_PENDING_VERIFICATION,TRUE,city inferred,524ab77498961ef8dfe378f01edc4976aa1a7bbb1bab0d127c0ec4e2f930d82a
צפת בייקרי,א.ת. צפת,צפת,Safed,046060839,מאפייה,,badatz_eda_haredit,1,eda_haredit_north_pdf,Summer 5786 (2026),LIST_VERIFIED,FALSE,,ac5032ef312db197ff9616433833e5e9fc2a44a5bcca9e9de5a4e948b390bb38
