row_number,restaurant_name_he,city_he,city_en,current_address_he,google_address_he,verdict,verdict_note,evidence_url,corroborating_urls,candidates,needs_review,search_note
179,פיצה רימיני,ירושלים,Jerusalem,פארן 9 רמת אשכול,,NOT_CHECKED,,,,,FALSE,not checked - session web-search budget exhausted before this row could be searched
180,קצפת,ירושלים,Jerusalem,פארן 9 רמת אשכול,,NOT_CHECKED,,,,,FALSE,not checked - session web-search budget exhausted before this row could be searched
181,סמודי,ירושלים,Jerusalem,פארן 14 רמת אשכול,,NOT_CHECKED,,,,,FALSE,not checked - session web-search budget exhausted before this row could be searched
182,"ד""ר טוסט",ירושלים,Jerusalem,שמואל הנביא 100,,NOT_CHECKED,,,,,FALSE,not checked - session web-search budget exhausted before this row could be searched
183,דנבר סטייק האוס,ירושלים,Jerusalem,דרך חברון 101 תלפיות,,NOT_CHECKED,,,,,FALSE,not checked - session web-search budget exhausted before this row could be searched
184,מאפיית פיינגולד,ירושלים,Jerusalem,האומן 29 תלפיות,,AMBIGUOUS,,,,"האומן 29, ירושלים (תלפיות) (https://www.d.co.il/80332903/22620/); ירמיהו 68, ירושלים (https://easy.co.il/en/page/27256969)",FALSE,"multiple branches/stores in Jerusalem for this bakery (Talpiot factory store, Yirmeyahu store); listings differ"
185,קצפת,כרמי גת,Karmei Gat,שד' לכיש 153,,AMBIGUOUS,,,,"שד' לכיש 153, קריית גת (https://www.checkid.co.il/company/%D7%A7%D7%A6%D7%A4%D7%AA-%D7%9B%D7%A8%D7%9E%D7%99-%D7%92%D7%AA-%D7%91%D7%A2~%D7%9E-517090718); ביג כרמי גת, קריית גת (מיקום קניון) (https://www.facebook.com/100091269815510/posts/438662635852727/)",FALSE,"chain with possible second ('southern') branch per Facebook; d.co.il listing did not show street address in snippet, company registry vs mall location disagree"
186,פיצה האט,לוד,Lod,משה אדרת 1,"משה אדרת 1, רמלה",SAME,,https://easy.co.il/en/page/20560798,https://www.pizzahut.co.il/branch/ramle-lod/; https://www.mishlohim.co.il/menu/5701/,,FALSE,branch listed as serving Ramla-Lod combined; city on listing is רמלה not לוד
187,אצל שמעון,מירון,Meron,צומת מושב מירון,צומת מירון,SAME,one source names the street more fully than the other; house number missing on one side; compared on street name only,https://easy.co.il/page/10092047,https://www.kosharot.co.il/index2.php?id=416997&lang=HEB,,FALSE,
188,בית מאפה עידית,מישור אדומים,Mishor Adumim,פריאל 3,"פריאל 3, מעלה אדומים",SAME,,https://easy.co.il/page/26826970,https://www.kosharot.co.il/index2.php?id=400310&lang=HEB,,FALSE,listing city is מעלה אדומים (parent municipality) rather than מישור אדומים
189,פיצה מאנציז,מישור אדומים,Mishor Adumim,דקלה 6,"דקלה 6, מישור אדומים",SAME,,https://www.kosharot.co.il/index2.php?id=432573&lang=HEB,,,FALSE,"address text not directly visible in search snippet title, only in search synthesis; lower confidence"
190,פיצה סופר,נתיבות,Netivot,שד' ירושלים 134,"שדרות ירושלים 134, נתיבות",SAME,,https://easy.co.il/en/page/20201596,https://www.d.co.il/80349425/39460/; https://www.mishlohim.co.il/menu/6086/,,FALSE,
191,פיצה האט,פסגת זאב,Jerusalem (Pisgat Ze'ev),שד' משה דיין 164,"משה דיין 164, ירושלים (פסגת זאב)",SAME,,https://www.pizzahut.co.il/branch/jerusalem-zeev/,https://www.facebook.com/pizzahutJerusalem/posts/2006874396244359/; https://wolt.com/en/isr/jerusalem/restaurant/pizza-hut-pisgat-zeev,,FALSE,
192,קצפת,פסגת זאב,Jerusalem (Pisgat Ze'ev),שד' משה דיין קניון לב הפסגה,,NOT_CHECKED,,,,,FALSE,row not searched before session web-search budget was exhausted
193,ג'ולייטה,פתח תקוה,Petah Tikva,ישעיהו המשורר 11,,NOT_FOUND,,,,,FALSE,"search results conflated with a different business (ג'ויה); only a kashrut-council directory entry (mpt.org.il) found with no address visible in snippet, avoided guessing"
194,פיצה האט,פתח תקוה,Petah Tikva,עין גנים 96,"עין גנים 96, פתח תקווה",SAME,,https://www.d.co.il/80256568/39460/,https://www.pizzahut.co.il/branch/%D7%A2%D7%99%D7%9F-%D7%92%D7%A0%D7%99%D7%9D/,,FALSE,
195,מאפיית פת הנחתום,פתח תקוה,Petah Tikva,המלך כורש 1,,AMBIGUOUS,,,,"צלח שלום 30, פתח תקווה (https://easy.co.il/page/27173729); צלח שלום 28, פתח תקווה (https://www.d.co.il/80373924/22620/)",FALSE,sources disagree with each other on house number (28 vs 30); both differ from corpus street entirely
196,"פיצה רשב""י",צפת,Safed,וייצמן 11,,AMBIGUOUS,,,,"ויצמן 11, צפת (https://www.d.co.il/80103288/39460/); חיים וייצמן 13, צפת (https://easy.co.il/en/page/3044624)",FALSE,sources disagree on house number (11 vs 13)
197,שניצל פלוס,צפת,Safed,הרצל 20,"הרצל 20, צפת",SAME,,https://www.d.co.il/80386343/30455/,https://www.rest.co.il/rest/80386343/,,FALSE,
198,שווארמה חזאקי,רחובות,Rehovot,זכריה מדאר 30,"דרך ירושלים 2, רחובות",CHANGED_BOTH,,https://www.d.co.il/80371807/30457/,https://easy.co.il/en/page/10127510,,FALSE,listed address differs substantially from corpus address; both listings agree with each other
199,פיצה הכפריה,רחובות,Rehovot,וינר יוסף 9,,AMBIGUOUS,,,,"ההגנה 2, רחובות (https://www.d.co.il/80060442/39460/); וינר יוסף 9, רחובות (https://www.mapeat.co.il/%D7%A4%D7%99%D7%A6%D7%94-%D7%94%D7%9B%D7%A4%D7%A8%D7%99%D7%94)",FALSE,"sources disagree: d.co.il lists ההגנה 2, another directory lists וינר יוסף 9 (matches corpus)"
200,פלאפל הלב הרחב,רחובות,Rehovot,וינר יוסף 9,,NOT_CHECKED,,,,,FALSE,session web-search budget exhausted before this row could be searched
201,בילקעל'ה,רחובות,Rehovot,"חי""ש 3",,NOT_CHECKED,,,,,FALSE,session web-search budget exhausted before this row could be searched
202,מאפיית דהרי זכריה,רחובות,Rehovot,אפרים זקש 48,,NOT_CHECKED,,,,,FALSE,session web-search budget exhausted before this row could be searched
203,הערשי'ס קייטרינג,רחובות,Rehovot,"חי""ש 3",,NOT_CHECKED,,,,,FALSE,session web-search budget exhausted before this row could be searched
204,פיצה האט,רמלה,Ramla,משה לוי 23,,NOT_CHECKED,,,,,FALSE,session web-search budget exhausted before this row could be searched
205,טייסטי מיט,רמת גן,Ramat Gan,חיבת ציון 45,,NOT_CHECKED,,,,,FALSE,session web-search budget exhausted before this row could be searched
206,בייגלק,שילת,Shilat,מרכז ירדן צומת שילת,,NOT_CHECKED,,,,,FALSE,session web-search budget exhausted before this row could be searched
207,א טעימה,ירושלים,Jerusalem,זוננפלד 30,,NOT_CHECKED,,,,,TRUE,session web-search budget exhausted before this row could be searched
208,אנטריקוט,ירושלים,Jerusalem,קרית המדע 1 הר חוצבים,,NOT_CHECKED,,,,,TRUE,session web-search budget exhausted before this row could be searched
209,בורגר פלאפל בר אילן - בשרי,ירושלים,Jerusalem,שמואל הנביא 99 צומת בר אילן,,NOT_CHECKED,,,,,TRUE,session web-search budget exhausted before this row could be searched
210,גולדיס בית ישראל,ירושלים,Jerusalem,עזרת תורה 18,"עזרת תורה 18, ירושלים",SAME,,https://www.openclosed.co.il/%D7%A8%D7%99%D7%A9%D7%95%D7%9D/%D7%9E%D7%A1%D7%A2%D7%93%D7%AA-%D7%92%D7%95%D7%9C%D7%93%D7%99%D7%A1-%D7%91%D7%99%D7%AA-%D7%99%D7%A9%D7%A8%D7%90%D7%9C/,https://www.hakkolasakim.com/%D7%92%D7%95%D7%9C%D7%93%D7%99%D7%A1-%D7%91%D7%99%D7%AA-%D7%99%D7%A9%D7%A8%D7%90%D7%9C-%D7%90%D7%95%D7%9B%D7%9C-%D7%9E%D7%95%D7%9B%D7%9F-%D7%95%D7%91%D7%99%D7%99%D7%A7%D7%A8%D7%99-02-620-0100; https://rest.jdn.co.il/rest/196/,,TRUE,
211,בני'ס,ירושלים,Jerusalem,אדוניהו הכהן 9,,NOT_FOUND,,,,,TRUE,no listing found under this name in Jerusalem after two search attempts
212,הדר גאולה,ירושלים,Jerusalem,פארן מרכז מסחרי / גבעת משה 5 / מלכי ישראל 13,,AMBIGUOUS,,,https://www.rest.co.il/rest/80127719/; https://www.kosherest.co.il/rests/jerusalem/6440-%D7%94%D7%93%D7%A8-%D7%92%D7%90%D7%95%D7%9C%D7%94,"גבעת משה 5, ירושלים (https://www.d.co.il/80127719/30420/); מלכי ישראל 13, ירושלים (https://www.d.co.il/24112210/30750/)",TRUE,multiple branches found (Giv'at Moshe and Malchei Yisrael); corpus's third listed location (Paran) not independently confirmed
213,המסעדה של קרויזר,ירושלים,Jerusalem,חסידי קרלין 16,"חסידי קרלין 16, ירושלים",SAME,,https://www.d.co.il/80320530/35790/,https://easy.co.il/en/page/26116133; https://www.rest.co.il/rest/80320530/,,TRUE,
214,המעדנייה לייזרוביץ,ירושלים,Jerusalem,הפסגה 25 בית וגן,,NOT_FOUND,,,https://cholenet.co.il/cholenet/hmadnyh-lyyzrvbytz/,,TRUE,"only listing found (cholenet.co.il) does not state an address; other results on 'HaPisga 25' referred to an unrelated post office branch, not this business"
215,זלמנ'ס רוממה,ירושלים,Jerusalem,קניון רמות / ירמיהו 9 מתחם שערי רווחה,,AMBIGUOUS,,,https://www.rest.co.il/rest/80338752/; https://rest.jdn.co.il/rest/114/,"לואיס ברנדייס 5, ירושלים (Shaarei Ravacha, Romema) (https://www.d.co.il/80338752/30420/)",TRUE,chain has separate Romema and Ramot branches (confirmed via separate Wolt listings); Romema branch address on d.co.il differs from corpus's Yirmiyahu 9
216,לימונ'ס (מתחם שערי רווחה),ירושלים,Jerusalem,בריינדס 3,,NOT_FOUND,,,,,TRUE,search results did not surface a direct listing for this business; a candidate address found (Kanfei Nesharim) had no traceable source URL so was discarded rather than reported
217,יואלי'ס,ירושלים,Jerusalem,זוננפלד 3,,NOT_CHECKED,,,,,TRUE,NOT SEARCHED: session-wide WebSearch budget (200/200) exhausted before this row could be processed
218,מסעדת הבית לה קאזה,ירושלים,Jerusalem,יעקב מאיר 12,,NOT_CHECKED,,,,,TRUE,NOT SEARCHED: session-wide WebSearch budget (200/200) exhausted before this row could be processed
219,מעדני גאולה,ירושלים,Jerusalem,שטראוס 38,,NOT_CHECKED,,,,,TRUE,NOT SEARCHED: session-wide WebSearch budget (200/200) exhausted before this row could be processed
220,מעדני מלכות,ירושלים,Jerusalem,יחזקאל 20,,NOT_CHECKED,,,,,TRUE,NOT SEARCHED: session-wide WebSearch budget (200/200) exhausted before this row could be processed
221,מפגש האש,ירושלים,Jerusalem,ירמיהו 23,,NOT_CHECKED,,,,,TRUE,NOT SEARCHED: session-wide WebSearch budget (200/200) exhausted before this row could be processed
222,קבלרו,ירושלים,Jerusalem,המרפא 1 הר חוצבים,,NOT_CHECKED,,,,,TRUE,NOT SEARCHED: session-wide WebSearch budget (200/200) exhausted before this row could be processed
223,קוריץ,ירושלים,Jerusalem,"רלב""ח 5",,NOT_CHECKED,,,,,TRUE,NOT SEARCHED: session-wide WebSearch budget (200/200) exhausted before this row could be processed
224,אייס סטורי,ירושלים,Jerusalem,שמגר 14,,NOT_CHECKED,,,,,FALSE,NOT SEARCHED: session-wide WebSearch budget (200/200) exhausted before this row could be processed
225,בוש בייגלס,ירושלים,Jerusalem,צפניה 61 פינת בר אילן,,NOT_CHECKED,,,,,FALSE,NOT SEARCHED: session-wide WebSearch budget (200/200) exhausted before this row could be processed
226,בייגל קפה אקספרס,ירושלים,Jerusalem,פארן 7 מרכז מסחרי,,NOT_CHECKED,,,,,FALSE,NOT SEARCHED: session-wide WebSearch budget (200/200) exhausted before this row could be processed
227,ביג בייט,ירושלים,Jerusalem,שמגר 16,,NOT_CHECKED,,,,,FALSE,NOT SEARCHED: session-wide WebSearch budget (200/200) exhausted before this row could be processed
228,בריזל מעדנים,ירושלים,Jerusalem,דוד 2,,NOT_CHECKED,,,,,FALSE,NOT SEARCHED: session-wide WebSearch budget (200/200) exhausted before this row could be processed
229,בריזל,ירושלים,Jerusalem,מאה שערים 9,,NOT_CHECKED,,,,,FALSE,NOT SEARCHED: session-wide WebSearch budget (200/200) exhausted before this row could be processed
230,ברכת משה,ירושלים,Jerusalem,מנחם משיב 3,,NOT_CHECKED,,,,,FALSE,NOT SEARCHED: session-wide WebSearch budget (200/200) exhausted before this row could be processed
231,היימישע בייגל,ירושלים,Jerusalem,פרי חדש 18,,NOT_CHECKED,,,,,FALSE,NOT SEARCHED: session-wide WebSearch budget (200/200) exhausted before this row could be processed
232,מסעדה באלי איטלקי,ירושלים,Jerusalem,הרטום 7 הר חוצבים,,NOT_CHECKED,,,,,FALSE,NOT SEARCHED: session-wide WebSearch budget (200/200) exhausted before this row could be processed
233,נישנוש,ירושלים,Jerusalem,חנה 11,,NOT_CHECKED,,,,,FALSE,NOT SEARCHED: session-wide WebSearch budget (200/200) exhausted before this row could be processed
234,סושי בייגלס,ירושלים,Jerusalem,ירמיהו 68,,NOT_CHECKED,,,,,FALSE,NOT SEARCHED: session-wide WebSearch budget (200/200) exhausted before this row could be processed
235,פיצה אורי,ירושלים,Jerusalem,לבוש מרדכי 2 / בריינדס 3 / כנפי נשרים,,NOT_CHECKED,,,,,FALSE,NOT SEARCHED: session-wide WebSearch budget (200/200) exhausted before this row could be processed
236,פיצה ביתית,ירושלים,Jerusalem,חסידי קרלין 12,,NOT_CHECKED,,,,"חסידי קרלין 12, ירושלים; צפניה 72, ירושלים (https://rest.jdn.co.il/rest/1341/)",FALSE,same business name has two branches in Jerusalem; could not confirm which listing URL maps to which address before search budget ran out
237,פיצה ירושלים,ירושלים,Jerusalem,מלכי ישראל 43,"מלכי ישראל 43, ירושלים",SAME,,https://www.d.co.il/21683340/39460/,https://www.netpage.co.il/%D7%A4%D7%99%D7%A6%D7%A8%D7%99%D7%95%D7%AA/%D7%A4%D7%99%D7%A6%D7%94-%D7%99%D7%A8%D7%95%D7%A9%D7%9C%D7%99%D7%9D.htm,,FALSE,d.co.il listing phone (025382877) matches corpus phone exactly
238,פיצה טראמפ,ירושלים,Jerusalem,יעקב מאיר 11,"יעקב מאיר 11, ירושלים",SAME,,https://www.kosharot.co.il/index2.php?id=440239&lang=HEB,https://www.mishlohim.co.il/menu/12157/,,FALSE,a different-named business (פיצה קלינטון) also listed at same street/number; did not affect this business's own listing
239,בית מלון בוטיק ביכורים,ירושלים,Jerusalem,הנביאים 27,"הנביאים 27, ירושלים",SAME,,https://www.kosharot.co.il/index2.php?id=433197&lang=HEB,,,FALSE,"phone 026715551 matches corpus exactly; a separate unrelated hotel ('הנביאים בוטיק') at Haneviim 25 exists nearby, not to be confused"
240,"המטבח וחדר האוכל במלון עין כרם (בביה""ח הדסה)",ירושלים,Jerusalem,עין כרם,"מתחם הדסה עין כרם, ירושלים",SAME,one source names the street more fully than the other; house number missing on one side; compared on street name only,https://www.kosharot.co.il/index2.php?id=433199&lang=HEB,,,FALSE,"listing gives only the Hadassah Ein Kerem medical campus as location, no street+house number published, same granularity as corpus"
241,פיקנטי,קרית גת,Kiryat Gat,גאון הירדן 43,,NOT_CHECKED,,,,,FALSE,web search budget exhausted (200/200) before this row could be searched
242,גלי תמר,אשקלון,Ashkelon,יקותיאל אדם 9,,NOT_CHECKED,,,,,FALSE,web search budget exhausted (200/200) before this row could be searched
243,מלון ציפורי בכפר,חפץ חיים,Hafetz Haim,חפץ חיים,,NOT_CHECKED,,,,,FALSE,web search budget exhausted (200/200) before this row could be searched
244,רשת מאה,אשדוד,Ashdod,העבודה 64,,NOT_CHECKED,,,,,FALSE,web search budget exhausted (200/200) before this row could be searched
245,שפע ברכה - מחלקת דגים טריים בלבד,קרית מלאכי,Kiryat Malakhi,משה בראזני 35,,NOT_CHECKED,,,,,FALSE,web search budget exhausted (200/200) before this row could be searched
246,סיטונאות רחמים - מחלקת דגים טריים בלבד,קרית גת,Kiryat Gat,נתיבות שלום 16,,NOT_CHECKED,,,,,FALSE,web search budget exhausted (200/200) before this row could be searched
247,מאפיית חן הלחם,אשדוד,Ashdod,העבודה 18,,NOT_CHECKED,,,,,FALSE,web search budget exhausted (200/200) before this row could be searched
248,מאפיית עיני,אשדוד,Ashdod,הורקנוס 8,,NOT_CHECKED,,,,,FALSE,web search budget exhausted (200/200) before this row could be searched
249,א גרויסע פיצה,אשדוד,Ashdod,"רשב""י 15",,NOT_CHECKED,,,,,FALSE,web search budget exhausted (200/200) before this row could be searched
250,פיצל'ה,קרית גת,Kiryat Gat,גאון הירדן 43,,NOT_CHECKED,,,,,FALSE,web search budget exhausted (200/200) before this row could be searched
251,פיצה בא כיס,קרית גת,Kiryat Gat,משה בראזני 35,,NOT_CHECKED,,,,,FALSE,web search budget exhausted (200/200) before this row could be searched
252,פיצה שמש,קרית מלאכי,Kiryat Malakhi,"רש""י 11",,NOT_CHECKED,,,,,FALSE,web search budget exhausted (200/200) before this row could be searched
253,פיצה שמש,רחובות,Rehovot,שער הימים 95,,NOT_CHECKED,,,,,FALSE,web search budget exhausted (200/200) before this row could be searched
254,בר כל טוב,אופקים,Ofakim,הרצל 717,,NOT_CHECKED,,,,,FALSE,web search budget exhausted (200/200) before this row could be searched
255,גוד מרקט,אופקים,Ofakim,הרב עובדיה יוסף 10,,NOT_CHECKED,,,,,FALSE,web search budget exhausted (200/200) before this row could be searched
256,יש חסד,אשדוד,Ashdod,חנה סנש 9 רובע ג',,NOT_CHECKED,,,,,FALSE,web search budget exhausted (200/200) before this row could be searched
257,בר כל טוב,אשדוד,Ashdod,רוזובסקי 7,,NOT_CHECKED,,,,,FALSE,web search budget exhausted (200/200) before this row could be searched
258,בר כל טוב,אשדוד,Ashdod,ינאי 7 רובע ז',,NOT_CHECKED,,,,,FALSE,web search budget exhausted (200/200) before this row could be searched
259,בר כל טוב,אשקלון,Ashkelon,עמק האלה 49,,NOT_CHECKED,,,,,FALSE,web search budget exhausted (200/200) before this row could be searched
260,סופר מטרו,ערד,Arad,יהודה 30,,NOT_CHECKED,,,,,FALSE,web search budget exhausted (200/200) before this row could be searched
261,פיצוחי א. מזרחי,אשדוד,Ashdod,"רשב""י 15 / קק""ל 13",,NOT_CHECKED,,,,,FALSE,web search budget exhausted (200/200) before this row could be searched
262,פיצוחי פינקס,אשדוד,Ashdod,רבי אלעזר בן הורקנוס 8,,NOT_CHECKED,,,,,FALSE,
263,קליית בראשית,אשדוד,Ashdod,"רשב""י 13 / הפלמח 20",,NOT_CHECKED,,,,,FALSE,
264,פיצוחי מזרחי,קרית גת,Kiryat Gat,"האדמו""ר מחב""ד 4",,NOT_CHECKED,,,,,FALSE,
265,תוצרת הארץ,נתיבות,Netivot,יוסף סמילו 16,,NOT_CHECKED,,,,,FALSE,
266,קייטי מרקט,חריש,Harish,החברותא 13 מרכז סיטי,,NOT_CHECKED,,,,,FALSE,
267,בר כל טוב,צפת,Safed,"מרדכי חדד 1 / צה""ל 13",,NOT_CHECKED,,,,,FALSE,
268,הסיטונאים,צפת,Safed,מתחם רסקו,,NOT_CHECKED,,,,,FALSE,
269,ככר השבת,צפת,Safed,"אצל 206 / צה""ל 7",,NOT_CHECKED,,,,,FALSE,
270,צרכניית רב חסד,צפת,Safed,ירושלים 13,,NOT_CHECKED,,,,,FALSE,
271,שפע טוב,צפת,Safed,העליה 4,,NOT_CHECKED,,,,,FALSE,
272,יש חסד,צפת,Safed,"הגדוד השלישי, קניון שערי העיר כנען",,NOT_CHECKED,,,,,FALSE,
273,סופר מאור חיים,צפת,Safed,"צה""ל 3/5",,NOT_CHECKED,,,,,FALSE,
274,מאה אחוז טבעי,צפת,Safed,"קרית חב""ד 220/05",,NOT_CHECKED,,,,,FALSE,
275,סופר מירון פלוס,מירון,Meron,מושב מירון,,NOT_CHECKED,,,,,FALSE,
276,מכולת הקריה,טבריה,Tiberias,הרב וורנר 11,,NOT_CHECKED,,,,,FALSE,
277,יש חסד,טבריה,Tiberias,ויצמן 1117 טבריה עילית,,NOT_CHECKED,,,,,FALSE,
278,בר כל טוב,חיפה,Haifa,טרומפלדור 54 נוה שאנן,,NOT_CHECKED,,,,,FALSE,
279,גוד מרקט,חיפה,Haifa,גאולה 28,,NOT_CHECKED,,,,,FALSE,
280,יש בשכונה,חיפה,Haifa,דרך צרפת 11 / חניתה 64,,NOT_CHECKED,,,,,FALSE,
281,נתיב החסד,חיפה,Haifa,מיכאל 9 / מיכאל 16,,NOT_CHECKED,,,,,FALSE,
282,שוק מהדרין,חיפה,Haifa,הרצל,,NOT_CHECKED,,,,,FALSE,
283,קרפור,חיפה,Haifa,הרצל 97,,NOT_CHECKED,,,,,FALSE,
284,בר כל טוב,אור הגנוז,Or HaGanuz,אור הגנוז,,NOT_CHECKED,,,,,FALSE,
285,מזון בשפע,נוף הגליל,Nof HaGalil,הרב עובדיה יוסף 1,,NOT_CHECKED,,,,,FALSE,
286,נתיב החסד,נוף הגליל,Nof HaGalil,"האדמו""ר מבעלזא 5",,NOT_CHECKED,,,,,FALSE,
287,בר כל טוב,בית שאן,Beit She'an,הנגב 2,,NOT_CHECKED,,,,,TRUE,
288,נתיב החסד,זכרון יעקב,Zikhron Ya'akov,אבן גבירול 49 / צבי פנקס,,NOT_CHECKED,,,,,FALSE,
289,יש חסד,עפולה,Afula,צבי פוקס 24,,NOT_CHECKED,,,,,FALSE,
290,נתיב החסד,עפולה,Afula,הלל יפה 14,,NOT_CHECKED,,,,,TRUE,
291,בר כל טוב,רכסים,Rekhasim,כיכר המועצה / רימונים 1,,NOT_CHECKED,,,,,FALSE,
292,בר כל טוב,רכסים,Rekhasim,מרכז כפר חסידים,,NOT_CHECKED,,,,,TRUE,
293,מעיין 2000,רכסים,Rekhasim,א.ת. רכסים,,NOT_CHECKED,,,,,FALSE,
294,יש חסד,רכסים,Rekhasim,הכלניות 49,,NOT_CHECKED,,,,,TRUE,
295,יש בשכונה,קרית אתא,Kiryat Ata,זבולון 14,,NOT_CHECKED,,,,,FALSE,
296,קרפור מרקט,קרית אתא,Kiryat Ata,העצמאות 42,,NOT_CHECKED,,,,,FALSE,
297,יש חסד,יוקנעם,Yokneam,שד' היובלים 6,,NOT_CHECKED,,,,,FALSE,
298,דגי כנרת,טבריה,Tiberias,דרך גדוד ברק 1,,NOT_CHECKED,,,,,FALSE,
299,אורוקוס בשר פרימיום,דלתון,Dalton,מושב דלתון,,NOT_CHECKED,,,,,FALSE,
300,קלוי,חיפה,Haifa,מיכאל 2,,NOT_CHECKED,,,,,FALSE,
301,קלוי,רכסים,Rekhasim,כלניות 39,,NOT_CHECKED,,,,,FALSE,
302,שזיפרון,דלתון,Dalton,א.ת. דלתון,,NOT_CHECKED,,,,,FALSE,
303,פיצוחי א. מזרחי,טבריה,Tiberias,המשור 55 בנין קורונדו,,NOT_CHECKED,,,,,FALSE,
304,מיני סופר,מירון,Meron,צומת מירון,,NOT_CHECKED,,,,,TRUE,
305,קליית בראשית,צפת,Safed,העליה 8 ב',,NOT_CHECKED,,,,,FALSE,
306,מנדי'ס,צפת,Safed,ירושלים 35,,NOT_CHECKED,,,,,FALSE,
307,באשערט (מבית מנדיס),צפת,Safed,ירושלים 35,,NOT_CHECKED,,,,,FALSE,
308,אוכל מהיר,צפת,Safed,"תרפ""ט 18",,NOT_CHECKED,,,,,TRUE,
309,השטעטל,צפת,Safed,מרכז מסחרי רסקו,,NOT_CHECKED,,,,,FALSE,
310,מלון קדמון,צפת,Safed,אחד העם 61,,NOT_CHECKED,,,,,TRUE,
311,זאפטיג,מירון,Meron,מושב מירון,,NOT_CHECKED,,,,,FALSE,
312,מלון כינורות,טבריה,Tiberias,זיידל 9,,NOT_CHECKED,,,,,FALSE,
313,טועמיה - סירוטה,טבריה,Tiberias,ברץ 3,,NOT_CHECKED,,,,,TRUE,
314,מלון ציפורי בכנרת,טבריה,Tiberias,אהל יעקב 4,,NOT_CHECKED,,,,,FALSE,
315,פערל'ס פלאם,טבריה,Tiberias,ברץ 3,,NOT_CHECKED,,,,,TRUE,
316,מלון מיתרים,טבריה,Tiberias,אהלי יעקב 15,,NOT_CHECKED,,,,,TRUE,
317,הטשלוניה,חיפה,Haifa,הנגב 27,,NOT_CHECKED,,,,,TRUE,
318,ניחוחות,חיפה,Haifa,חרמון 31,,NOT_CHECKED,,,,,TRUE,
320,כמיסה,דלתון,Dalton,א.ת. דלתון,,NOT_CHECKED,,,,,FALSE,
322,סטאריק'ס קוגל,נוף הגליל,Nof HaGalil,"האדמו""ר מבעלז",,NOT_CHECKED,,,,,FALSE,
323,לשובע,נוף הגליל,Nof HaGalil,"האדמו""ר מבעלזא 12",,NOT_CHECKED,,,,,FALSE,
327,הינדיג,נוף הגליל,Nof HaGalil,דרך השוקולד 1,,NOT_CHECKED,,,,,TRUE,
329,בית הארחה תומר דבורה,טבריה,Tiberias,דוד רמז 89,,NOT_CHECKED,,,,,TRUE,
331,אריאל,צפת,Safed,ירושלים 83,,NOT_CHECKED,,,,,FALSE,
332,חטיפי תימן,צפת,Safed,מרדכי חדד 1,,NOT_CHECKED,,,,,TRUE,
333,חצקל'ס,טבריה,Tiberias,ויצמן 6,,NOT_CHECKED,,,,,TRUE,
334,צפת בייקרי,צפת,Safed,א.ת. צפת,,NOT_CHECKED,,,,,FALSE,
335,מאפה בעתיקה,צפת,Safed,ירושלים 17,,NOT_CHECKED,,,,,FALSE,
336,מולינו - לרגישי גלוטן,צפת,Safed,ק. מאור חיים,,NOT_CHECKED,,,,,FALSE,
337,אנג'ל,צפת,Safed,ירושלים 81,,NOT_CHECKED,,,,,TRUE,
338,חלב חיטים,מירון,Meron,צומת מירון,,NOT_CHECKED,,,,,FALSE,
339,המאפיה של יוסי,טבריה,Tiberias,שיכון ד',,NOT_CHECKED,,,,,TRUE,
340,אור חיים,טבריה,Tiberias,לב האגם 3,,NOT_CHECKED,,,,,TRUE,
341,אריאל,חיפה,Haifa,סירקין 36,,NOT_CHECKED,,,,,TRUE,
342,אריאל,חיפה,Haifa,חניתה 26,,NOT_CHECKED,,,,,TRUE,
343,ארץ חמדה טובה,נוף הגליל,Nof HaGalil,"האדמו""ר מבעלזא 4",,NOT_CHECKED,,,,,TRUE,
344,אריאל,קרית ים,Kiryat Yam,משה שרת 2,,NOT_CHECKED,,,,,FALSE,
345,אריאל,קרית מוצקין,Kiryat Motzkin,שד' בן גוריון 82,,NOT_CHECKED,,,,,FALSE,
346,ברכת משה,קרית ים,Kiryat Yam,שד' ירושלים 29,,NOT_CHECKED,,,,,FALSE,
347,ברכת משה,קרית אתא,Kiryat Ata,העצמאות 35,,NOT_CHECKED,,,,,FALSE,
348,ברכת משה,קריות,Krayot,הנשיא ויצמן 17,,NOT_CHECKED,,,,,TRUE,
349,ברכת משה,נשר,Nesher,שדרות טרומפלדור 1,,NOT_CHECKED,,,,,FALSE,
350,אריאל,מגדל העמק,Migdal HaEmek,שאול עמור 77,,NOT_CHECKED,,,,,FALSE,
351,אריאל,עפולה,Afula,מרכז רסקו,,NOT_CHECKED,,,,,TRUE,
352,בייקרי,נתניה,Netanya,גורליץ 9,,NOT_CHECKED,,,,,FALSE,
354,ברכת משה,נתניה,Netanya,בן 16,,NOT_CHECKED,,,,,TRUE,
355,ברכת משה,יוקנעם,Yokneam,האירוסים 2,,NOT_CHECKED,,,,,FALSE,
356,פיצה שמש,חריש,Harish,דרך ארץ 11,,NOT_CHECKED,,,,,FALSE,
357,פיצה פלוס,עפולה,Afula,בר כוכבא 7,,NOT_CHECKED,,,,,FALSE,
358,פיצה שמש,עפולה,Afula,גאולה 31,,NOT_CHECKED,,,,,TRUE,
359,אקסטרא פיצה,טבריה,Tiberias,אלחדיף 5,,NOT_CHECKED,,,,,FALSE,
360,פיצה ברכת יוסף,טבריה,Tiberias,יצחק בן צבי 28,,NOT_CHECKED,,,,,FALSE,
